date,transfers_in,ward_occupancy_start_of_day,ed_census_prior_evening,day_of_week,month,is_holiday,avg_ed_wait_time_hrs
2021-07-10,0.0,0.571,40.0,Saturday,7,False,0.8
2021-07-11,0.0,0.571,30.0,Sunday,7,False,0.4
2021-07-12,4.0,0.75,86.0,Monday,7,False,
2021-07-13,1.0,0.607,55.0,Tuesday,7,False,3.2
2021-07-14,2.0,0.714,60.0,Wednesday,7,False,2.3
2021-07-15,1.0,0.679,70.0,Thursday,7,False,3.6
2021-07-16,2.0,0.75,76.0,Friday,7,False,3.3
2021-07-17,2.0,0.786,62.0,Saturday,7,False,2.4
2021-07-18,4.0,0.821,86.0,Sunday,7,False,4.6
2021-07-19,1.0,0.679,41.0,Monday,7,False,0.7
2021-07-20,,0.75,91.0,Tuesday,7,False,5.4
2021-07-21,2.0,0.786,43.0,Wednesday,7,False,1.9
2021-07-22,2.0,0.821,74.0,Thursday,7,False,2.9
2021-07-23,0.0,0.714,53.0,Friday,7,False,3.3
2021-07-24,2.0,0.714,60.0,Saturday,7,False,2.3
2021-07-25,1.0,0.714,61.0,Sunday,7,False,2.1
2021-07-26,2.0,0.75,58.0,Monday,7,False,3.2
2021-07-27,3.0,0.821,74.0,Tuesday,7,False,3.7
2021-07-28,3.0,0.75,80.0,Wednesday,7,False,
2021-07-29,1.0,0.75,50.0,Thursday,7,False,3.1
2021-07-30,0.0,0.679,,Friday,7,False,1.8
2021-07-31,2.0,0.75,39.0,Saturday,7,False,2.6
2021-08-01,0.0,0.679,32.0,Sunday,8,False,0.6
2021-08-02,0.0,0.714,30.0,Monday,8,False,2.7
2021-08-03,3.0,0.75,75.0,Tuesday,8,False,3.2
2021-08-04,2.0,0.679,71.0,Wednesday,8,False,2.8
2021-08-05,1.0,0.571,46.0,Thursday,8,False,1.6
2021-08-06,2.0,0.5,57.0,Friday,8,False,3.0
2021-08-07,0.0,0.5,44.0,Saturday,8,False,2.9
2021-08-08,1.0,0.393,36.0,Sunday,8,False,2.6
2021-08-09,3.0,0.464,67.0,Monday,8,False,1.4
2021-08-10,0.0,0.393,63.0,Tuesday,8,False,3.8
2021-08-11,0.0,0.429,57.0,Wednesday,8,False,2.3
2021-08-12,2.0,0.464,59.0,Thursday,8,False,1.0
2021-08-13,1.0,0.5,44.0,Friday,8,False,0.4
2021-08-14,0.0,0.357,36.0,Saturday,8,False,2.1
2021-08-15,1.0,0.357,45.0,Sunday,8,False,2.0
2021-08-16,1.0,0.393,52.0,Monday,8,False,2.9
2021-08-17,1.0,0.357,51.0,Tuesday,8,False,6.0
2021-08-18,0.0,0.321,41.0,Wednesday,8,False,2.1
2021-08-19,1.0,0.357,44.0,Thursday,8,False,3.1
2021-08-20,0.0,0.393,41.0,Friday,8,False,2.5
2021-08-21,2.0,0.429,56.0,Saturday,8,False,3.1
2021-08-22,0.0,0.321,44.0,Sunday,8,False,3.1
2021-08-23,0.0,0.286,28.0,Monday,8,False,0.4
2021-08-24,1.0,0.286,69.0,Tuesday,8,False,2.3
2021-08-25,3.0,0.393,86.0,Wednesday,8,False,3.5
2021-08-26,3.0,0.464,87.0,Thursday,8,False,3.1
2021-08-27,2.0,0.5,62.0,Friday,8,False,0.7
2021-08-28,1.0,0.464,62.0,Saturday,8,False,3.0
2021-08-29,0.0,0.464,40.0,Sunday,8,False,1.6
2021-08-30,,0.571,77.0,Monday,8,False,1.8
2021-08-31,3.0,0.607,74.0,Tuesday,8,False,4.5
2021-09-01,0.0,0.643,,Wednesday,9,False,1.0
2021-09-02,1.0,0.571,65.0,Thursday,9,False,1.1
2021-09-03,2.0,0.571,,Friday,9,False,2.2
2021-09-04,0.0,,54.0,Saturday,9,False,1.9
2021-09-05,2.0,0.607,67.0,Sunday,9,False,2.0
2021-09-06,3.0,0.643,67.0,Monday,9,False,2.0
2021-09-07,2.0,,86.0,Tuesday,9,False,3.0
2021-09-08,2.0,0.714,87.0,Wednesday,9,False,2.5
2021-09-09,1.0,0.786,58.0,Thursday,9,False,4.4
2021-09-10,0.0,0.75,69.0,Friday,9,False,3.6
2021-09-11,1.0,0.714,62.0,Saturday,9,False,2.5
2021-09-12,1.0,0.714,50.0,Sunday,9,False,3.9
2021-09-13,0.0,0.714,70.0,Monday,9,False,3.2
2021-09-14,2.0,0.821,76.0,Tuesday,9,False,2.3
2021-09-15,1.0,0.714,,Wednesday,9,False,0.5
2021-09-16,0.0,0.679,44.0,Thursday,9,False,3.0
2021-09-17,5.0,0.821,100.0,Friday,9,False,4.3
2021-09-18,4.0,0.929,93.0,Saturday,9,False,4.7
2021-09-19,1.0,0.821,69.0,Sunday,9,False,2.0
2021-09-20,4.0,0.857,95.0,Monday,9,False,2.6
2021-09-21,2.0,0.893,73.0,Tuesday,9,False,1.9
2021-09-22,2.0,0.821,84.0,Wednesday,9,False,2.3
2021-09-23,1.0,0.821,63.0,Thursday,9,False,1.5
2021-09-24,2.0,0.893,86.0,Friday,9,False,5.4
2021-09-25,0.0,0.857,32.0,Saturday,9,False,0.9
2021-09-26,2.0,0.893,78.0,Sunday,9,False,3.5
2021-09-27,2.0,0.893,82.0,Monday,9,False,2.9
2021-09-28,3.0,0.929,78.0,Tuesday,9,False,4.6
2021-09-29,2.0,1.0,51.0,Wednesday,9,False,1.9
2021-09-30,1.0,0.964,,Thursday,9,False,
2021-10-01,1.0,1.0,70.0,Friday,10,False,2.7
2021-10-02,1.0,0.964,45.0,Saturday,10,False,1.6
2021-10-03,1.0,0.964,83.0,Sunday,10,False,2.9
2021-10-04,2.0,1.0,57.0,Monday,10,False,1.8
2021-10-05,2.0,1.0,85.0,Tuesday,10,False,3.5
2021-10-06,1.0,0.893,75.0,Wednesday,10,False,3.5
2021-10-07,,0.929,59.0,Thursday,10,False,3.7
2021-10-08,2.0,0.964,77.0,Friday,10,False,3.7
2021-10-09,3.0,0.857,80.0,Saturday,10,False,2.2
2021-10-10,3.0,0.929,90.0,Sunday,10,False,4.1
2021-10-11,2.0,0.893,58.0,Monday,10,False,0.4
2021-10-12,0.0,0.786,56.0,Tuesday,10,False,4.2
2021-10-13,3.0,0.964,90.0,Wednesday,10,False,2.0
2021-10-14,0.0,0.821,47.0,Thursday,10,False,1.1
2021-10-15,3.0,0.964,97.0,Friday,10,False,3.2
2021-10-16,0.0,0.893,69.0,Saturday,10,False,1.2
2021-10-17,1.0,0.821,70.0,Sunday,10,False,6.1
2021-10-18,1.0,0.714,54.0,Monday,10,False,1.3
2021-10-19,1.0,0.75,,Tuesday,10,False,3.4
2021-10-20,2.0,0.821,73.0,Wednesday,10,False,4.3
2021-10-21,4.0,0.821,123.0,Thursday,10,False,4.8
2021-10-22,1.0,0.786,53.0,Friday,10,False,4.3
2021-10-23,2.0,0.821,83.0,Saturday,10,False,4.2
2021-10-24,0.0,0.75,39.0,Sunday,10,False,3.5
2021-10-25,2.0,0.786,69.0,Monday,10,False,1.3
2021-10-26,4.0,0.893,107.0,Tuesday,10,False,4.0
2021-10-27,1.0,0.857,61.0,Wednesday,10,False,4.1
2021-10-28,2.0,,79.0,Thursday,10,False,1.0
2021-10-29,0.0,0.857,57.0,Friday,10,False,2.8
2021-10-30,,0.821,69.0,Saturday,10,False,4.7
2021-10-31,0.0,0.75,71.0,Sunday,10,False,1.7
2021-11-01,1.0,0.714,90.0,Monday,11,False,7.2
2021-11-02,1.0,0.643,75.0,Tuesday,11,False,3.6
2021-11-03,1.0,0.679,90.0,Wednesday,11,False,5.5
2021-11-04,0.0,0.643,71.0,Thursday,11,False,1.4
2021-11-05,2.0,0.643,112.0,Friday,11,False,
2021-11-06,1.0,0.643,110.0,Saturday,11,False,3.5
2021-11-07,1.0,0.679,85.0,Sunday,11,False,3.4
2021-11-08,4.0,0.857,140.0,Monday,11,False,5.6
2021-11-09,0.0,0.714,86.0,Tuesday,11,False,2.8
2021-11-10,0.0,0.536,78.0,Wednesday,11,False,4.7
2021-11-11,1.0,0.571,81.0,Thursday,11,False,
2021-11-12,0.0,0.536,78.0,Friday,11,False,4.0
2021-11-13,2.0,0.5,94.0,Saturday,11,False,4.1
2021-11-14,0.0,0.429,74.0,Sunday,11,False,3.7
2021-11-15,1.0,0.536,87.0,Monday,11,False,3.7
2021-11-16,1.0,0.464,83.0,Tuesday,11,False,3.1
2021-11-17,2.0,0.5,85.0,Wednesday,11,False,
2021-11-18,1.0,0.536,94.0,Thursday,11,False,4.2
2021-11-19,0.0,0.464,99.0,Friday,11,False,5.8
2021-11-20,,0.429,75.0,Saturday,11,False,4.1
2021-11-21,0.0,0.393,60.0,Sunday,11,False,4.8
2021-11-22,3.0,0.464,107.0,Monday,11,False,4.6
2021-11-23,2.0,,109.0,Tuesday,11,False,5.3
2021-11-24,1.0,0.536,84.0,Wednesday,11,False,2.4
2021-11-25,1.0,0.536,,Thursday,11,False,3.6
2021-11-26,1.0,,99.0,Friday,11,False,
2021-11-27,3.0,0.714,121.0,Saturday,11,False,5.7
2021-11-28,4.0,0.964,131.0,Sunday,11,False,5.1
2021-11-29,1.0,0.929,86.0,Monday,11,False,3.6
2021-11-30,0.0,0.893,93.0,Tuesday,11,False,4.0
2021-12-01,1.0,0.857,109.0,Wednesday,12,False,4.3
2021-12-02,1.0,0.714,77.0,Thursday,12,False,4.0
2021-12-03,1.0,0.714,96.0,Friday,12,False,2.4
2021-12-04,2.0,0.75,115.0,Saturday,12,False,3.4
2021-12-05,3.0,1.0,120.0,Sunday,12,False,6.6
2021-12-06,1.0,0.893,77.0,Monday,12,False,2.7
2021-12-07,3.0,1.0,130.0,Tuesday,12,False,6.5
2021-12-08,1.0,1.0,88.0,Wednesday,12,False,3.5
2021-12-09,2.0,1.071,99.0,Thursday,12,False,4.5
2021-12-10,3.0,1.0,119.0,Friday,12,False,6.7
2021-12-11,0.0,0.857,74.0,Saturday,12,False,3.8
2021-12-12,0.0,0.821,66.0,Sunday,12,False,0.4
2021-12-13,3.0,0.929,111.0,Monday,12,False,4.6
2021-12-14,0.0,0.893,94.0,Tuesday,12,False,2.7
2021-12-15,3.0,1.0,108.0,Wednesday,12,False,4.9
2021-12-16,2.0,1.071,87.0,Thursday,12,False,2.6
2021-12-17,1.0,1.107,88.0,Friday,12,False,3.4
2021-12-18,0.0,0.929,81.0,Saturday,12,False,3.6
2021-12-19,1.0,0.821,85.0,Sunday,12,False,3.7
2021-12-20,0.0,0.786,94.0,Monday,12,False,3.7
2021-12-21,4.0,0.893,97.0,Tuesday,12,False,3.8
2021-12-22,0.0,0.786,79.0,Wednesday,12,False,2.5
2021-12-23,1.0,0.857,62.0,Thursday,12,False,4.1
2021-12-24,1.0,0.857,94.0,Friday,12,False,2.4
2021-12-25,1.0,0.75,76.0,Saturday,12,True,2.9
2021-12-26,2.0,0.714,95.0,Sunday,12,True,4.4
2021-12-27,2.0,0.714,101.0,Monday,12,False,5.0
2021-12-28,1.0,0.679,95.0,Tuesday,12,False,2.9
2021-12-29,0.0,0.714,71.0,Wednesday,12,False,2.1
2021-12-30,1.0,0.607,103.0,Thursday,12,False,
2021-12-31,0.0,0.607,96.0,Friday,12,False,5.2
2022-01-01,4.0,0.679,111.0,Saturday,1,True,2.4
2022-01-02,1.0,0.607,79.0,Sunday,1,False,6.2
2022-01-03,1.0,0.607,96.0,Monday,1,False,2.4
2022-01-04,2.0,0.607,86.0,Tuesday,1,False,1.4
2022-01-05,0.0,0.643,80.0,Wednesday,1,False,4.5
2022-01-06,1.0,0.643,82.0,Thursday,1,False,0.6
2022-01-07,1.0,0.679,90.0,Friday,1,False,3.7
2022-01-08,,0.679,132.0,Saturday,1,False,5.4
2022-01-09,4.0,0.821,115.0,Sunday,1,False,3.4
2022-01-10,1.0,0.821,100.0,Monday,1,False,4.1
2022-01-11,4.0,0.821,120.0,Tuesday,1,False,6.3
2022-01-12,5.0,1.0,121.0,Wednesday,1,False,6.5
2022-01-13,1.0,1.107,93.0,Thursday,1,False,
2022-01-14,1.0,1.143,96.0,Friday,1,False,4.2
2022-01-15,0.0,1.143,63.0,Saturday,1,False,4.0
2022-01-16,0.0,1.143,89.0,Sunday,1,False,5.8
2022-01-17,1.0,1.107,97.0,Monday,1,False,1.6
2022-01-18,2.0,1.071,114.0,Tuesday,1,False,4.2
2022-01-19,1.0,1.0,93.0,Wednesday,1,False,3.9
2022-01-20,1.0,0.893,82.0,Thursday,1,False,6.5
2022-01-21,1.0,0.857,83.0,Friday,1,False,2.3
2022-01-22,2.0,0.857,110.0,Saturday,1,False,5.3
2022-01-23,3.0,0.929,110.0,Sunday,1,False,4.4
2022-01-24,4.0,1.0,91.0,Monday,1,False,5.2
2022-01-25,1.0,0.964,76.0,Tuesday,1,False,3.9
2022-01-26,2.0,1.036,98.0,Wednesday,1,False,6.0
2022-01-27,1.0,0.964,78.0,Thursday,1,False,3.7
2022-01-28,1.0,0.929,106.0,Friday,1,False,3.1
2022-01-29,2.0,0.857,98.0,Saturday,1,False,2.4
2022-01-30,0.0,0.857,78.0,Sunday,1,False,
2022-01-31,2.0,0.893,93.0,Monday,1,False,2.8
2022-02-01,3.0,0.786,125.0,Tuesday,2,False,5.2
2022-02-02,1.0,0.786,115.0,Wednesday,2,False,
2022-02-03,3.0,0.964,,Thursday,2,False,4.6
2022-02-04,5.0,1.107,141.0,Friday,2,False,7.0
2022-02-05,1.0,1.036,87.0,Saturday,2,False,2.9
2022-02-06,3.0,1.107,116.0,Sunday,2,False,5.1
2022-02-07,3.0,1.214,101.0,Monday,2,False,3.2
2022-02-08,,1.25,115.0,Tuesday,2,False,4.7
2022-02-09,1.0,1.143,91.0,Wednesday,2,False,6.1
2022-02-10,0.0,1.036,63.0,Thursday,2,False,2.5
2022-02-11,2.0,1.107,100.0,Friday,2,False,4.4
2022-02-12,1.0,1.036,73.0,Saturday,2,False,3.8
2022-02-13,2.0,1.036,99.0,Sunday,2,False,2.3
2022-02-14,0.0,0.964,74.0,Monday,2,False,4.7
2022-02-15,1.0,0.964,105.0,Tuesday,2,False,3.7
2022-02-16,5.0,1.071,140.0,Wednesday,2,False,5.9
2022-02-17,2.0,1.036,96.0,Thursday,2,False,2.3
2022-02-18,1.0,,86.0,Friday,2,False,2.7
2022-02-19,1.0,0.786,111.0,Saturday,2,False,4.4
2022-02-20,3.0,0.893,81.0,Sunday,2,False,3.2
2022-02-21,2.0,0.929,108.0,Monday,2,False,4.1
2022-02-22,1.0,0.821,78.0,Tuesday,2,False,3.0
2022-02-23,2.0,0.929,90.0,Wednesday,2,False,3.2
2022-02-24,2.0,0.893,99.0,Thursday,2,False,4.2
2022-02-25,0.0,0.893,95.0,Friday,2,False,2.9
2022-02-26,3.0,0.929,104.0,Saturday,2,False,4.4
2022-02-27,1.0,0.857,99.0,Sunday,2,False,5.0
2022-02-28,0.0,0.964,86.0,Monday,2,False,0.9
2022-03-01,2.0,1.0,98.0,Tuesday,3,False,2.8
2022-03-02,2.0,1.071,94.0,Wednesday,3,False,2.9
2022-03-03,0.0,0.964,65.0,Thursday,3,False,3.8
2022-03-04,2.0,1.036,98.0,Friday,3,False,4.1
2022-03-05,1.0,1.071,,Saturday,3,False,3.5
2022-03-06,2.0,1.0,100.0,Sunday,3,False,2.6
2022-03-07,2.0,1.0,96.0,Monday,3,False,3.1
2022-03-08,0.0,,106.0,Tuesday,3,False,5.1
2022-03-09,2.0,0.893,115.0,Wednesday,3,False,5.3
2022-03-10,0.0,0.893,68.0,Thursday,3,False,3.2
2022-03-11,2.0,0.893,96.0,Friday,3,False,4.3
2022-03-12,0.0,0.857,81.0,Saturday,3,False,3.4
2022-03-13,2.0,0.857,89.0,Sunday,3,False,2.5
2022-03-14,1.0,0.75,85.0,Monday,3,False,3.4
2022-03-15,3.0,0.929,93.0,Tuesday,3,False,4.8
2022-03-16,2.0,0.964,98.0,Wednesday,3,False,2.4
2022-03-17,0.0,0.893,74.0,Thursday,3,False,3.4
2022-03-18,1.0,0.929,77.0,Friday,3,False,2.7
2022-03-19,2.0,0.857,117.0,Saturday,3,False,3.7
2022-03-20,2.0,0.857,105.0,Sunday,3,False,5.0
2022-03-21,0.0,0.786,55.0,Monday,3,False,2.8
2022-03-22,1.0,0.893,88.0,Tuesday,3,False,3.5
2022-03-23,0.0,0.821,93.0,Wednesday,3,False,4.1
2022-03-24,2.0,0.786,97.0,Thursday,3,False,3.4
2022-03-25,0.0,0.714,54.0,Friday,3,False,2.2
2022-03-26,1.0,0.643,110.0,Saturday,3,False,3.2
2022-03-27,0.0,0.536,108.0,Sunday,3,False,4.7
2022-03-28,2.0,,112.0,Monday,3,False,5.6
2022-03-29,1.0,0.786,90.0,Tuesday,3,False,3.9
2022-03-30,1.0,0.786,78.0,Wednesday,3,False,3.3
2022-03-31,2.0,0.786,70.0,Thursday,3,False,3.9
2022-04-01,0.0,0.714,68.0,Friday,4,False,3.6
2022-04-02,1.0,0.786,58.0,Saturday,4,False,4.3
2022-04-03,0.0,0.714,65.0,Sunday,4,False,1.5
2022-04-04,1.0,0.679,80.0,Monday,4,False,3.6
2022-04-05,0.0,0.607,28.0,Tuesday,4,False,4.2
2022-04-06,0.0,0.607,69.0,Wednesday,4,False,4.7
2022-04-07,,0.571,63.0,Thursday,4,False,2.1
2022-04-08,0.0,0.536,61.0,Friday,4,False,3.7
2022-04-09,4.0,0.607,97.0,Saturday,4,False,2.3
2022-04-10,1.0,0.643,65.0,Sunday,4,False,4.7
2022-04-11,1.0,0.714,83.0,Monday,4,False,2.9
2022-04-12,1.0,0.643,64.0,Tuesday,4,False,1.9
2022-04-13,3.0,0.679,89.0,Wednesday,4,False,2.4
2022-04-14,3.0,0.714,83.0,Thursday,4,False,2.0
2022-04-15,1.0,0.679,57.0,Friday,4,True,2.9
2022-04-16,1.0,0.714,77.0,Saturday,4,False,3.8
2022-04-17,3.0,0.893,97.0,Sunday,4,True,5.5
2022-04-18,0.0,0.821,61.0,Monday,4,True,4.1
2022-04-19,0.0,0.75,49.0,Tuesday,4,False,2.0
2022-04-20,4.0,0.857,95.0,Wednesday,4,False,4.2
2022-04-21,0.0,0.75,66.0,Thursday,4,False,0.4
2022-04-22,3.0,0.786,99.0,Friday,4,False,3.8
2022-04-23,1.0,0.786,56.0,Saturday,4,False,4.7
2022-04-24,3.0,0.857,86.0,Sunday,4,False,4.7
2022-04-25,1.0,0.857,67.0,Monday,4,False,2.1
2022-04-26,1.0,0.75,72.0,Tuesday,4,False,4.1
2022-04-27,1.0,0.714,95.0,Wednesday,4,True,
2022-04-28,2.0,0.75,77.0,Thursday,4,False,3.2
2022-04-29,1.0,0.714,82.0,Friday,4,False,4.8
2022-04-30,1.0,0.786,81.0,Saturday,4,False,4.5
2022-05-01,2.0,0.75,99.0,Sunday,5,False,2.8
2022-05-02,0.0,0.679,28.0,Monday,5,False,0.6
2022-05-03,1.0,0.643,74.0,Tuesday,5,False,2.0
2022-05-04,1.0,0.714,51.0,Wednesday,5,False,2.4
2022-05-05,2.0,0.75,67.0,Thursday,5,False,3.2
2022-05-06,3.0,0.857,113.0,Friday,5,False,3.9
2022-05-07,2.0,0.964,57.0,Saturday,5,False,3.2
2022-05-08,0.0,1.0,62.0,Sunday,5,False,0.4
2022-05-09,2.0,1.071,64.0,Monday,5,False,
2022-05-10,0.0,0.893,57.0,Tuesday,5,False,3.6
2022-05-11,0.0,0.821,81.0,Wednesday,5,False,
2022-05-12,3.0,0.893,88.0,Thursday,5,False,6.4
2022-05-13,2.0,0.893,50.0,Friday,5,False,4.5
2022-05-14,0.0,0.857,37.0,Saturday,5,False,1.1
2022-05-15,2.0,0.821,62.0,Sunday,5,False,2.9
2022-05-16,0.0,0.679,77.0,Monday,5,False,2.3
2022-05-17,0.0,0.5,28.0,Tuesday,5,False,1.0
2022-05-18,1.0,0.571,52.0,Wednesday,5,False,4.3
2022-05-19,1.0,0.714,73.0,Thursday,5,False,3.4
2022-05-20,2.0,0.714,79.0,Friday,5,False,4.2
2022-05-21,5.0,0.786,128.0,Saturday,5,False,6.5
2022-05-22,2.0,0.821,67.0,Sunday,5,False,3.4
2022-05-23,2.0,0.929,82.0,Monday,5,False,5.3
2022-05-24,2.0,0.964,81.0,Tuesday,5,False,4.2
2022-05-25,1.0,0.964,67.0,Wednesday,5,False,2.1
2022-05-26,1.0,0.893,72.0,Thursday,5,True,3.4
2022-05-27,2.0,0.893,91.0,Friday,5,False,4.9
2022-05-28,1.0,0.929,58.0,Saturday,5,False,3.1
2022-05-29,1.0,0.893,64.0,Sunday,5,False,2.7
2022-05-30,2.0,0.857,63.0,Monday,5,False,3.0
2022-05-31,1.0,0.786,82.0,Tuesday,5,False,3.2
2022-06-01,2.0,0.857,55.0,Wednesday,6,False,3.7
2022-06-02,1.0,0.893,,Thursday,6,False,1.4
2022-06-03,4.0,0.964,94.0,Friday,6,False,3.9
2022-06-04,4.0,1.036,85.0,Saturday,6,False,4.4
2022-06-05,3.0,1.107,55.0,Sunday,6,True,3.2
2022-06-06,0.0,1.107,33.0,Monday,6,True,2.2
2022-06-07,,1.071,58.0,Tuesday,6,False,1.5
2022-06-08,0.0,1.0,52.0,Wednesday,6,False,1.4
2022-06-09,0.0,1.036,41.0,Thursday,6,False,2.3
2022-06-10,0.0,0.821,30.0,Friday,6,False,2.8
2022-06-11,1.0,0.929,63.0,Saturday,6,False,2.1
2022-06-12,2.0,0.929,52.0,Sunday,6,False,2.7
2022-06-13,0.0,0.75,58.0,Monday,6,False,3.1
2022-06-14,2.0,0.714,56.0,Tuesday,6,False,3.1
2022-06-15,2.0,0.75,55.0,Wednesday,6,False,0.4
2022-06-16,1.0,0.714,52.0,Thursday,6,False,1.6
2022-06-17,1.0,0.643,32.0,Friday,6,False,1.1
2022-06-18,2.0,0.643,49.0,Saturday,6,False,1.5
2022-06-19,1.0,0.714,46.0,Sunday,6,False,1.5
2022-06-20,1.0,0.679,68.0,Monday,6,False,2.1
2022-06-21,0.0,0.607,45.0,Tuesday,6,False,0.4
2022-06-22,3.0,0.643,55.0,Wednesday,6,False,0.7
2022-06-23,3.0,0.75,83.0,Thursday,6,False,2.6
2022-06-24,1.0,0.679,51.0,Friday,6,False,
2022-06-25,0.0,0.679,45.0,Saturday,6,False,1.2
2022-06-26,2.0,0.607,62.0,Sunday,6,False,2.7
2022-06-27,1.0,0.643,53.0,Monday,6,False,2.0
2022-06-28,1.0,0.536,75.0,Tuesday,6,False,2.7
2022-06-29,1.0,0.536,64.0,Wednesday,6,False,4.5
2022-06-30,2.0,0.571,58.0,Thursday,6,False,1.5
2022-07-01,1.0,,65.0,Friday,7,False,3.8
2022-07-02,2.0,,55.0,Saturday,7,False,2.8
2022-07-03,0.0,0.571,28.0,Sunday,7,False,2.7
2022-07-04,2.0,0.571,57.0,Monday,7,False,3.3
2022-07-05,1.0,0.571,63.0,Tuesday,7,False,5.8
2022-07-06,1.0,0.607,68.0,Wednesday,7,False,5.0
2022-07-07,2.0,0.607,96.0,Thursday,7,False,4.5
2022-07-08,1.0,0.643,43.0,Friday,7,False,1.0
2022-07-09,1.0,0.714,65.0,Saturday,7,False,3.7
2022-07-10,4.0,0.929,80.0,Sunday,7,False,
2022-07-11,0.0,0.857,43.0,Monday,7,False,2.9
2022-07-12,3.0,1.0,65.0,Tuesday,7,False,3.8
2022-07-13,3.0,1.0,77.0,Wednesday,7,False,1.9
2022-07-14,2.0,0.929,80.0,Thursday,7,False,1.9
2022-07-15,0.0,0.857,40.0,Friday,7,False,0.7
2022-07-16,3.0,0.964,59.0,Saturday,7,False,2.2
2022-07-17,2.0,0.929,77.0,Sunday,7,False,0.4
2022-07-18,1.0,1.0,67.0,Monday,7,False,4.9
2022-07-19,1.0,0.893,67.0,Tuesday,7,False,3.6
2022-07-20,2.0,0.929,69.0,Wednesday,7,False,3.7
2022-07-21,1.0,0.857,58.0,Thursday,7,False,4.9
2022-07-22,2.0,0.893,80.0,Friday,7,False,4.5
2022-07-23,0.0,0.857,46.0,Saturday,7,False,1.1
2022-07-24,3.0,0.893,81.0,Sunday,7,False,4.2
2022-07-25,3.0,0.964,61.0,Monday,7,False,4.6
2022-07-26,,0.964,70.0,Tuesday,7,False,1.5
2022-07-27,2.0,0.857,75.0,Wednesday,7,False,5.1
2022-07-28,1.0,0.964,34.0,Thursday,7,False,2.8
2022-07-29,1.0,,66.0,Friday,7,False,4.0
2022-07-30,0.0,0.75,50.0,Saturday,7,False,2.4
2022-07-31,2.0,0.714,69.0,Sunday,7,False,3.3
2022-08-01,1.0,0.679,39.0,Monday,8,False,0.4
2022-08-02,2.0,0.571,50.0,Tuesday,8,False,1.5
2022-08-03,2.0,0.643,76.0,Wednesday,8,False,4.0
2022-08-04,1.0,0.643,64.0,Thursday,8,False,3.1
2022-08-05,2.0,0.714,56.0,Friday,8,False,2.4
2022-08-06,1.0,0.75,,Saturday,8,False,1.8
2022-08-07,3.0,0.786,63.0,Sunday,8,False,3.9
2022-08-08,1.0,0.786,64.0,Monday,8,False,4.6
2022-08-09,2.0,0.857,67.0,Tuesday,8,False,2.3
2022-08-10,4.0,0.893,,Wednesday,8,False,1.2
2022-08-11,2.0,0.929,50.0,Thursday,8,False,2.9
2022-08-12,3.0,1.0,59.0,Friday,8,False,4.6
2022-08-13,4.0,1.036,90.0,Saturday,8,False,4.6
2022-08-14,2.0,1.071,70.0,Sunday,8,False,3.1
2022-08-15,1.0,0.964,39.0,Monday,8,False,1.2
2022-08-16,2.0,0.786,51.0,Tuesday,8,False,4.8
2022-08-17,2.0,,62.0,Wednesday,8,False,1.8
2022-08-18,2.0,0.571,92.0,Thursday,8,False,3.7
2022-08-19,0.0,0.571,60.0,Friday,8,False,1.6
2022-08-20,0.0,0.464,,Saturday,8,False,2.5
2022-08-21,2.0,0.5,54.0,Sunday,8,False,2.4
2022-08-22,0.0,0.607,62.0,Monday,8,False,2.2
2022-08-23,3.0,0.75,,Tuesday,8,False,4.1
2022-08-24,2.0,0.821,54.0,Wednesday,8,False,0.8
2022-08-25,0.0,0.893,28.0,Thursday,8,False,1.7
2022-08-26,0.0,0.857,50.0,Friday,8,False,1.8
2022-08-27,1.0,0.857,65.0,Saturday,8,False,4.4
2022-08-28,3.0,0.929,,Sunday,8,False,3.4
2022-08-29,1.0,0.964,42.0,Monday,8,False,1.2
2022-08-30,1.0,0.964,43.0,Tuesday,8,False,0.8
2022-08-31,1.0,0.857,45.0,Wednesday,8,False,3.0
2022-09-01,1.0,0.929,46.0,Thursday,9,False,2.5
2022-09-02,3.0,1.0,84.0,Friday,9,False,4.6
2022-09-03,1.0,0.964,52.0,Saturday,9,False,2.5
2022-09-04,1.0,0.75,57.0,Sunday,9,False,2.8
2022-09-05,,0.75,83.0,Monday,9,False,3.7
2022-09-06,2.0,0.786,69.0,Tuesday,9,False,
2022-09-07,3.0,0.821,76.0,Wednesday,9,False,3.3
2022-09-08,2.0,0.643,77.0,Thursday,9,False,4.9
2022-09-09,1.0,0.643,66.0,Friday,9,False,2.1
2022-09-10,0.0,0.536,35.0,Saturday,9,False,3.5
2022-09-11,1.0,0.571,65.0,Sunday,9,False,3.8
2022-09-12,1.0,0.571,68.0,Monday,9,False,1.7
2022-09-13,0.0,0.536,38.0,Tuesday,9,False,1.7
2022-09-14,3.0,0.571,96.0,Wednesday,9,False,5.7
2022-09-15,4.0,0.714,84.0,Thursday,9,False,4.3
2022-09-16,1.0,0.714,59.0,Friday,9,False,1.9
2022-09-17,5.0,0.786,107.0,Saturday,9,False,3.0
2022-09-18,0.0,0.786,42.0,Sunday,9,False,0.9
2022-09-19,0.0,0.679,46.0,Monday,9,False,2.9
2022-09-20,0.0,0.679,62.0,Tuesday,9,False,0.4
2022-09-21,0.0,0.607,82.0,Wednesday,9,False,5.8
2022-09-22,1.0,0.536,51.0,Thursday,9,False,
